foc_kplus,foc_lambd,kkt_mu_fb,foc_TATplus,foc_MATplus,foc_MUOplus,foc_MLOplus,foc_MLFplus,foc_TOCplus
5.684e-04,3.004e-03,0.000e+00,2.705e-06,6.995e-04,1.091e-04,4.007e-05,1.614e-04,1.517e-05
5.639e-04,3.020e-03,0.000e+00,2.316e-05,7.076e-04,9.358e-05,3.601e-05,1.696e-04,2.831e-05
5.594e-04,3.030e-03,0.000e+00,4.733e-05,7.148e-04,7.826e-05,3.308e-05,1.776e-04,3.996e-05
5.543e-04,3.039e-03,0.000e+00,7.194e-05,7.217e-04,6.318e-05,2.903e-05,1.844e-04,5.305e-05
5.504e-04,3.047e-03,0.000e+00,9.757e-05,7.268e-04,5.066e-05,2.676e-05,1.881e-04,6.276e-05
5.417e-04,3.052e-03,0.000e+00,1.244e-04,7.194e-04,5.782e-05,2.782e-05,1.734e-04,6.267e-05
5.356e-04,3.046e-03,0.000e+00,1.486e-04,7.267e-04,4.232e-05,2.544e-05,1.792e-04,7.635e-05
5.292e-04,3.041e-03,0.000e+00,1.718e-04,7.349e-04,2.623e-05,2.149e-05,1.881e-04,8.979e-05
5.224e-04,3.036e-03,0.000e+00,1.955e-04,7.428e-04,1.049e-05,1.735e-05,1.937e-04,1.027e-04
5.165e-04,3.033e-03,0.000e+00,2.189e-04,7.501e-04,7.212e-06,1.376e-05,2.010e-04,1.158e-04
5.091e-04,3.028e-03,0.000e+00,2.413e-04,7.578e-04,2.205e-05,8.948e-06,2.080e-04,1.298e-04
5.081e-04,3.025e-03,0.000e+00,2.639e-04,7.497e-04,2.992e-05,9.857e-06,2.005e-04,1.308e-04
4.999e-04,3.016e-03,0.000e+00,2.875e-04,7.566e-04,4.423e-05,4.912e-06,2.046e-04,1.428e-04
4.925e-04,3.007e-03,0.000e+00,3.099e-04,7.643e-04,6.086e-05,1.634e-06,2.135e-04,1.580e-04
4.845e-04,3.001e-03,0.000e+00,3.318e-04,7.713e-04,7.707e-05,2.228e-06,2.190e-04,1.706e-04
4.762e-04,2.997e-03,0.000e+00,3.548e-04,7.805e-04,9.453e-05,6.022e-06,2.265e-04,1.843e-04
4.677e-04,2.993e-03,0.000e+00,3.761e-04,7.888e-04,1.094e-04,1.051e-05,2.339e-04,1.974e-04
4.599e-04,2.991e-03,0.000e+00,3.977e-04,7.970e-04,1.276e-04,1.369e-05,2.403e-04,2.113e-04
4.519e-04,2.989e-03,0.000e+00,4.193e-04,8.059e-04,1.438e-04,1.715e-05,2.487e-04,2.245e-04
4.438e-04,2.989e-03,0.000e+00,4.411e-04,8.140e-04,1.599e-04,2.097e-05,2.555e-04,2.371e-04
