kx,MATx,MUOx,MLOx,MLFx,TATx,TOCx,taux
8280.788,1057.4706,1469.7621,37796.023,851.0153,2.7043025,2.0374553,0.9642076
8348.1455,1056.8143,1468.9403,37798.05,850.47107,2.7041497,2.04205,0.96474046
8415.703,1056.1594,1468.1182,37800.07,849.9284,2.7039871,2.0466118,0.9652654
8483.465,1055.5059,1467.2959,37802.094,849.3872,2.7038145,2.051141,0.9657825
8551.421,1054.8536,1466.4738,37804.113,848.8476,2.703632,2.0556378,0.96629196
8619.574,1054.2028,1465.6514,37806.125,848.3094,2.7034397,2.0601025,0.96679384
8687.908,1053.5533,1464.8291,37808.14,847.7726,2.7032373,2.0645351,0.9672882
8756.433,1052.905,1464.007,37810.15,847.2372,2.7030249,2.0689359,0.9677752
8825.145,1052.2582,1463.1848,37812.156,846.7032,2.7028027,2.0733047,0.968255
8894.039,1051.6125,1462.3629,37814.164,846.17053,2.7025704,2.077642,0.9687276
8963.117,1050.9681,1461.5411,37816.164,845.6392,2.7023287,2.0819478,0.96919316
9032.371,1050.3251,1460.7197,37818.164,845.1092,2.7020767,2.0862222,0.9696518
9101.797,1049.6831,1459.8986,37820.16,844.5804,2.7018151,2.0904653,0.9701036
9171.406,1049.0424,1459.0778,37822.156,844.05286,2.7015438,2.0946774,0.97054875
9241.173,1048.4028,1458.2571,37824.145,843.52655,2.7012622,2.0988588,0.9709872
9311.122,1047.7645,1457.4369,37826.133,843.0014,2.700971,2.1030095,0.97141916
9381.245,1047.1273,1456.6172,37828.12,842.4775,2.7006702,2.1071293,0.9718447
9451.544,1046.4913,1455.798,37830.105,841.95483,2.7003598,2.111219,0.9722639
9521.993,1045.8566,1454.9791,37832.086,841.4332,2.7000394,2.115278,0.9726768
9592.616,1045.2229,1454.1608,37834.062,840.9128,2.6997097,2.119307,0.9730836
9663.389,1044.5902,1453.343,37836.035,840.39343,2.69937,2.123306,0.97348434
9734.325,1043.9587,1452.5258,37838.008,839.87524,2.6990206,2.1272752,0.9738791
9805.422,1043.3284,1451.7091,37839.977,839.3581,2.6986616,2.1312146,0.974268
9876.66,1042.6991,1450.8932,37841.945,838.84204,2.6982927,2.1351244,0.9746511
9948.047,1042.071,1450.0778,37843.906,838.32697,2.6979144,2.1390047,0.9750285
10019.576,1041.444,1449.263,37845.863,837.81305,2.6975267,2.1428556,0.97540027
10091.256,1040.818,1448.4489,37847.816,837.30005,2.6971295,2.1466773,0.97576654
10163.071,1040.1931,1447.6355,37849.77,836.7882,2.6967227,2.1504698,0.9761273
10235.028,1039.5691,1446.8228,37851.72,836.2772,2.6963065,2.1542335,0.97648275
10307.117,1038.9464,1446.0109,37853.664,835.76733,2.695881,2.1579683,0.97683287
10379.348,1038.3246,1445.1996,37855.61,835.25836,2.695446,2.1616745,0.9771778
10451.685,1037.7039,1444.3893,37857.55,834.75037,2.6950018,2.165352,0.9775176
10524.05,1037.0842,1443.5795,37859.49,834.2433,2.6945481,2.1690013,0.97785234
10596.465,1036.4656,1442.7704,37861.426,833.73724,2.6940851,2.1726224,0.9781821
